sport,dsport,Label
12133,38176,2
12133,38176,2
57432,143,2
37364,80,2
51436,57685,2
29748,29732,2
11095,80,2
22855,6881,2
59674,25,2
37979,80,2
50910,25,2
35105,6881,2
36964,6881,2
41110,6881,2
41274,5190,2
41274,5190,2
18646,14060,2
52354,6881,2
55320,64521,2
51716,5190,2
2244,80,2
6023,6881,2
52046,6881,2
28697,6881,2
33820,80,2
23942,6881,2
63109,31566,2
59648,22,2
53118,51658,2
62372,80,2
51585,27874,2
1259,29894,2
62372,80,2
50023,1962,2
62372,80,2
1312,41352,2
18230,22,2
20380,64471,2
20380,64471,2
18230,22,2
55312,80,2
51444,6881,2
51269,6881,2
30712,6881,2
4699,143,2
48645,143,2
10874,9497,2
64242,6881,2
48645,143,2
40385,80,2
40385,80,2
40385,80,2
40385,80,2
45323,6881,2
7969,25,2
9151,5582,2
38485,44575,2
1383,6881,2
60656,6881,2
26723,6881,2
30042,6881,2
31714,6881,2
54125,6881,2
1663,6881,2
30349,58099,2
1817,80,2
7312,53,2
45011,80,2
41407,6881,2
35544,6881,2
16561,6881,2
35606,6881,2
58822,6881,2
25601,6881,2
56087,6881,2
25347,33203,2
25347,33203,2
2834,6881,2
1653,80,2
4891,3013,2
11552,6881,2
15485,6881,2
15485,6881,2
14150,6881,2
17368,6881,2
33153,50504,2
33153,50504,2
2020,32696,2
43876,25,2
43876,25,2
34054,6881,2
43876,25,2
65443,25,2
43821,6881,2
32809,55964,2
14920,6881,2
37720,80,2
22179,64957,2
60296,5190,2
22179,64957,2
25429,22017,2
1146,6881,2
31424,6881,2
6360,6881,2
8331,6881,2
7077,48949,2
6261,42740,2
12893,7903,2
12893,7903,2
33887,40092,2
65008,143,2
65008,143,2
54468,28343,2
3335,22,2
3335,22,2
65008,143,2
13536,41110,2
51551,143,2
16583,34085,2
16583,34085,2
26385,6881,2
32645,143,2
27306,5190,2
4183,6881,2
52585,52502,2
1828,80,2
10935,6881,2
12313,80,2
10467,44238,2
35665,80,2
35665,80,2
35665,80,2
35665,80,2
20390,6881,2
35665,80,2
29233,80,2
49997,6881,2
15750,6881,2
64552,6881,2
37585,25,2
45660,22,2
45660,22,2
50406,60679,2
27525,47267,2
27525,47267,2
10471,25,2
10471,25,2
35594,7554,2
60003,1652,2
60003,1652,2
28128,6881,2
30966,6881,2
1798,80,2
50039,52444,2
43589,49632,2
1798,80,2
38209,53,2
12161,80,2
37374,6881,2
35659,6881,2
11523,10234,2
17907,11358,2
1074,17515,2
1074,17515,2
20921,19326,2
26355,21,2
27687,80,2
57190,6881,2
1828,80,2
46023,6881,2
48565,47557,2
1828,80,2
26141,80,2
40371,25,2
63121,13171,2
63121,13171,2
21104,22,2
21104,22,2
26141,80,2
31033,6881,2
14696,22,2
36397,5190,2
14696,22,2
26709,6881,2
24781,22,2
54106,6881,2
52031,38754,2
33826,6881,2
9082,21,2
9082,21,2
39679,80,2
39679,80,2
39679,80,2
24194,31431,2
25832,23741,2
25453,55345,2
32649,22,2
49843,53,2
12858,5190,2
17536,6881,2
13313,80,2
13313,80,2
24253,6881,2
27535,21558,2
29273,27049,2
29838,143,2
13313,80,2
32569,30496,2
12356,6881,2
17270,25,2
3907,143,2
58634,64715,2
25376,6881,2
25539,80,2
32944,30906,2
48429,21,2
9410,25,2
10948,41312,2
20517,59851,2
27466,25,2
46354,30133,2
45230,3887,2
40466,38323,2
24471,25,2
31624,29321,2
53537,31389,2
43128,2977,2
14856,6881,2
37207,22,2
14856,6881,2
54424,25,2
15713,6881,2
37207,22,2
59010,65171,2
16601,6881,2
56163,143,2
16601,6881,2
16601,6881,2
36522,22,2
49593,80,2
7706,31328,2
41247,143,2
41247,143,2
33875,14040,2
17048,37236,2
1188,18323,2
1472,6881,2
26794,60508,2
1472,6881,2
56519,143,2
56519,143,2
29536,25,2
38475,80,2
5995,5190,2
15774,25,2
18115,143,2
13181,5190,2
49571,6881,2
19409,33636,2
49571,6881,2
31429,6881,2
31429,6881,2
3739,143,2
3637,5190,2
5169,53,2
39718,80,2
39718,80,2
39718,80,2
39718,80,2
33247,6881,2
36761,34810,2
32129,30944,2
19773,143,2
33247,6881,2
26214,61944,2
59094,22,2
1472,6881,2
1472,6881,2
1136,53558,2
46640,6881,2
46640,6881,2
8028,33674,2
46640,6881,2
46640,6881,2
49571,6881,2
49571,6881,2
49571,6881,2
24338,143,2
31429,6881,2
27895,25733,2
29924,143,2
22934,23183,2
31429,6881,2
1516,21,2
53781,6881,2
46988,111,2
3928,43408,2
53781,6881,2
10742,44629,2
11242,10534,2
11242,10534,2
35342,22,2
60992,59281,2
42457,21,2
42457,21,2
5800,26573,2
7319,5364,2
14868,22,2
63700,15538,2
63700,15538,2
61323,22,2
28780,54447,2
28780,54447,2
54581,25548,2
50261,56491,2
53507,52127,2
33682,31502,2
10532,25,2
12543,22,2
17298,34767,2
20568,22,2
57121,22,2
44475,21,2
6743,48915,2
39221,56538,2
15689,35308,2
61658,65296,2
61658,65296,2
25243,59205,2
33788,143,2
33788,143,2
3292,49271,2
38095,48650,2
37073,12058,2
33645,53,2
28323,80,2
63058,63779,2
62195,5190,2
62195,5190,2
60695,2005,2
60695,2005,2
47585,26218,2
1432,22,2
45314,22,2
44757,5190,2
48217,21,2
10392,4183,2
22197,21,2
63188,11782,2
63188,11782,2
20887,18745,2
27507,64735,2
27507,64735,2
50572,25,2
48217,21,2
39033,21,2
21162,21,2
37854,35796,2
41994,4100,2
41994,4100,2
45410,43340,2
42238,54547,2
27238,143,2
52533,31053,2
4276,21,2
13714,6881,2
14649,6881,2
48217,21,2
11758,6881,2
9326,34901,2
9326,34901,2
11846,10069,2
11758,6881,2
11758,6881,2
16812,25,2
16812,25,2
13714,6881,2
65046,25,2
13714,6881,2
13714,6881,2
57874,143,2
57874,143,2
53850,25,2
54786,1351,2
22803,6577,2
3189,22,2
3189,22,2
35004,41099,2
17424,80,2
32329,32592,2
53231,53391,2
52655,80,2
62310,22260,2
63058,80,2
7374,47384,2
3202,80,2
64182,21067,2
19988,63799,2
19442,1360,2
63058,80,2
58754,64937,2
63058,80,2
3734,26271,2
3734,26271,2
3734,26271,2
42219,2834,2
42219,2834,2
52233,42041,2
47497,32444,2
6628,1234,2
14926,143,2
14926,143,2
20764,80,2
19159,14140,2
19159,14140,2
64835,20630,2
20764,80,2
51120,5190,2
20764,80,2
43978,5190,2
20764,80,2
18550,143,2
29371,27151,2
46103,32891,2
39305,47964,2
16061,5190,2
41277,80,2
32520,58060,2
5928,5190,2
23256,80,2
32716,29447,2
18597,143,2
32373,51824,2
55390,62361,2
5787,42401,2
6484,7060,2
45889,43926,2
9739,25,2
38208,45710,2
24657,16968,2
56085,24260,2
42458,143,2
52748,55909,2
2595,2017,2
8506,6490,2
40376,10753,2
63386,25,2
25977,21,2
30503,28601,2
64593,5190,2
34248,21,2
59493,17792,2
59170,21185,2
59170,21185,2
31622,25,2
12163,25,2
21114,19153,2
21114,19153,2
34626,143,2
11638,80,2
49599,80,2
35023,5190,2
64918,62680,2
64918,62680,2
22256,80,2
46420,52357,2
48685,3457,2
8185,22,2
8185,22,2
16665,5190,2
64775,62504,2
19061,5190,2
23857,5190,2
49599,80,2
50029,20529,2
43907,22,2
44677,5051,2
13544,41948,2
1248,80,2
42010,21,2
25971,80,2
47463,25,2
7656,143,2
10144,37925,2
51299,22,2
11676,6881,2
7407,5190,2
40256,6881,2
13542,25,2
13542,25,2
40256,6881,2
40256,6881,2
55778,21,2
55778,21,2
36630,22,2
24124,21,2
36630,22,2
23648,143,2
36630,22,2
23648,143,2
23648,143,2
34835,11515,2
59585,25,2
59391,18186,2
25285,23139,2
53316,54547,2
39225,80,2
57808,80,2
52542,143,2
17439,5190,2
52542,143,2
3369,80,2
54109,143,2
3369,80,2
6303,54275,2
36197,36968,2
17792,21,2
1229,6577,2
1229,6577,2
61903,25,2
19817,22,2
19817,22,2
61141,143,2
61141,143,2
32718,36031,2
63818,80,2
28986,46422,2
4439,80,2
6679,25,2
7724,25,2
38706,44699,2
39718,38510,2
36294,41048,2
4439,80,2
20634,6881,2
20634,6881,2
21627,6881,2
21627,6881,2
21627,6881,2
46333,32877,2
34955,2066,2
4439,80,2
28181,26182,2
28181,26182,2
58507,80,2
4361,53991,2
8500,80,2
17224,25,2
17224,25,2
8472,80,2
62338,60247,2
8472,80,2
28907,26842,2
8500,80,2
10308,5050,2
58507,80,2
15354,6881,2
15354,6881,2
46618,143,2
46618,143,2
64133,37654,2
15354,6881,2
18595,63934,2
24890,19952,2
56258,24456,2
27239,55991,2
16272,6881,2
36617,6881,2
33626,80,2
6763,5527,2
8472,80,2
10078,22,2
64118,6881,2
16517,15600,2
64106,16075,2
64106,16075,2
64118,6881,2
20678,20393,2
18984,6881,2
8472,80,2
20678,20393,2
18984,6881,2
14516,6881,2
14516,6881,2
41392,143,2
41392,143,2
63643,15544,2
60429,5190,2
33157,22,2
33157,22,2
33157,22,2
30322,55373,2
53440,29913,2
15663,80,2
4387,22,2
36814,4551,2
1504,35968,2
1504,35968,2
36815,5190,2
20170,17872,2
56057,25,2
27874,53,2
43542,48435,2
44019,43372,2
44722,7720,2
1894,13971,2
25544,61462,2
64467,25740,2
55588,22,2
39227,43866,2
48325,9336,2
14520,6881,2
12533,9577,2
35815,41805,2
35815,41805,2
14520,6881,2
37383,25,2
14520,6881,2
14520,6881,2
37048,6881,2
28115,54417,2
37048,6881,2
43736,54547,2
3424,111,2
8922,143,2
8550,22,2
50308,29538,2
28408,80,2
28408,80,2
29407,30685,2
53748,31050,2
53748,31050,2
53748,31050,2
28408,80,2
28408,80,2
28408,80,2
28408,80,2
46569,21,2
34301,12459,2
63598,6881,2
34301,12459,2
14522,21,2
19651,21,2
18436,6881,2
19348,6881,2
19348,6881,2
19651,21,2
19348,6881,2
50347,22,2
49352,53243,2
47657,25,2
43198,49884,2
19651,21,2
36194,34893,2
36194,34893,2
45512,22,2
59408,1785,2
7487,6254,2
42649,45198,2
11766,9644,2
11459,11573,2
36458,34270,2
55916,5190,2
28235,22,2
3424,8296,2
56122,143,2
8986,48918,2
8986,48918,2
8986,48918,2
31715,56458,2
11456,143,2
11456,143,2
1295,6881,2
64703,6881,2
22615,38333,2
26776,24716,2
22487,6881,2
56863,5190,2
22487,6881,2
59224,6881,2
9221,26567,2
9221,26567,2
7161,11750,2
11249,11454,2
40532,38481,2
40532,38481,2
18619,143,2
1680,5190,2
1295,6881,2
1295,6881,2
1787,143,2
57203,55264,2
1295,6881,2
32180,29977,2
64703,6881,2
64703,6881,2
18619,143,2
6053,4093,2
13141,9769,2
9994,37199,2
36958,25,2
11754,11472,2
17181,22,2
17181,22,2
17181,22,2
22813,20758,2
22813,20758,2
32309,22593,2
31496,143,2
45523,22,2
10602,5190,2
35148,5648,2
21440,22,2
60588,58604,2
8463,80,2
1422,43460,2
59329,21,2
58922,22,2
26756,25,2
26756,25,2
32431,30263,2
5037,53755,2
6976,7771,2
59766,5190,2
22644,21,2
28211,22,2
28211,22,2
10728,80,2
30468,22,2
30468,22,2
11820,40393,2
28751,143,2
26602,80,2
26732,62206,2
62962,25,2
58145,26336,2
43604,143,2
39552,4378,2
13562,22,2
13530,80,2
18655,40129,2
18655,40129,2
27536,53963,2
13530,80,2
51132,5190,2
45971,11922,2
9159,23183,2
6487,22,2
16412,80,2
14046,5190,2
34848,56487,2
64916,111,2
50557,56697,2
46746,33183,2
4939,25,2
12790,6881,2
26602,80,2
36901,53,2
13750,6881,2
13750,6881,2
47462,143,2
47462,143,2
22222,64953,2
13750,6881,2
43187,143,2
13750,6881,2
7602,80,2
7602,80,2
48188,52834,2
63604,22,2
26516,21,2
1299,80,2
19494,38117,2
2074,80,2
20311,25,2
55862,61955,2
55011,80,2
7602,80,2
52028,25,2
52028,25,2
52028,25,2
4287,54547,2
7602,80,2
52028,25,2
10457,22,2
30216,28956,2
27227,80,2
27227,80,2
40442,45877,2
14543,12380,2
1585,33820,2
61121,25,2
28262,24810,2
56601,80,2
57262,80,2
57262,80,2
57262,80,2
57262,80,2
57262,80,2
57262,80,2
57262,80,2
57262,80,2
23884,143,2
51849,25,2
57718,80,2
57718,80,2
57718,80,2
48930,46949,2
11288,37677,2
11288,37677,2
12834,38478,2
40796,40269,2
34238,12763,2
57718,80,2
62539,14577,2
57718,80,2
49972,143,2
5253,49373,2
5253,49373,2
8717,80,2
8488,80,2
22631,111,2
27559,111,2
53485,30012,2
8717,80,2
41956,21,2
1711,37478,2
19592,143,2
19592,143,2
16147,14762,2
55613,5190,2
23398,80,2
55659,22604,2
23398,80,2
51492,143,2
51492,143,2
51492,143,2
60250,80,2
54482,111,2
27274,57042,2
27274,57042,2
50804,22,2
11932,21,2
23398,80,2
60250,80,2
40086,12388,2
23398,80,2
35453,41577,2
23398,80,2
54599,22,2
29102,57254,2
54599,22,2
54119,25,2
54119,25,2
60250,80,2
11207,13988,2
21398,80,2
8497,53845,2
1816,17916,2
1816,17916,2
20289,20052,2
46747,6881,2
21398,80,2
46353,21,2
21398,80,2
29815,80,2
5894,6881,2
17916,111,2
5894,6881,2
5894,6881,2
2008,5190,2
3583,6881,2
59828,5190,2
3583,6881,2
3583,6881,2
54648,143,2
57587,36921,2
57587,36921,2
57587,36921,2
57137,27447,2
49726,46299,2
30623,21,2
41793,22,2
59124,80,2
42704,6881,2
48472,6881,2
59124,80,2
59124,80,2
60338,22,2
1152,179,2
62117,62267,2
43526,32711,2
22852,80,2
8486,42325,2
53192,143,2
54539,23383,2
62843,36405,2
54775,25,2
51516,54344,2
51039,57276,2
51039,57276,2
5085,6881,2
3198,6881,2
3198,6881,2
33699,31401,2
3198,6881,2
3198,6881,2
1545,2214,2
50129,6881,2
40741,6881,2
40741,6881,2
40741,6881,2
16706,25,2
5085,6881,2
17846,80,2
5085,6881,2
55609,5190,2
35547,6881,2
23761,23183,2
41368,28689,2
40790,14150,2
16027,22,2
9334,6881,2
15922,6881,2
49401,21,2
15922,6881,2
10256,6881,2
47712,51057,2
47712,51057,2
3095,47381,2
3095,47381,2
8929,5190,2
35005,2917,2
35005,2917,2
15053,13076,2
10256,6881,2
17951,80,2
17273,34321,2
36355,6881,2
17273,34321,2
10256,6881,2
38873,6881,2
47519,50595,2
47519,50595,2
30931,1229,2
41927,6881,2
6233,4946,2
4035,5190,2
5992,6053,2
22691,80,2
38873,6881,2
39656,45654,2
63857,143,2
64784,5190,2
29327,26520,2
61887,6881,2
40271,80,2
12623,22,2
9861,143,2
20370,49725,2
24937,6881,2
58800,19424,2
24937,6881,2
24937,6881,2
40271,80,2
24937,6881,2
55584,6881,2
42521,5190,2
6434,21,2
39356,21,2
21367,6881,2
18089,16876,2
18089,16876,2
57022,25,2
43231,6881,2
42084,6881,2
3636,6881,2
48543,6881,2
45885,48634,2
45885,48634,2
48543,6881,2
12249,39314,2
48543,6881,2
12249,39314,2
43231,6881,2
17653,143,2
59888,19763,2
25484,23355,2
51167,21,2
51213,61120,2
5272,80,2
6872,48689,2
12346,25,2
36981,40959,2
36092,34030,2
32963,80,2
22649,22783,2
55088,21,2
46703,6881,2
51706,57738,2
46703,6881,2
52207,28941,2
52207,28941,2
48261,25,2
49795,6881,2
4632,6881,2
33641,80,2
21255,53,2
20402,18473,2
12477,6881,2
20402,18473,2
33641,80,2
16260,80,2
12477,6881,2
32885,50207,2
49149,5190,2
43492,6881,2
13360,6881,2
43492,6881,2
16260,80,2
43492,6881,2
62585,35072,2
62585,35072,2
16260,80,2
58578,64569,2
58578,64569,2
62207,60193,2
30795,54547,2
47884,80,2
35721,6881,2
42361,6881,2
16260,80,2
2265,5190,2
35721,6881,2
42361,6881,2
49029,56854,2
42361,6881,2
49029,56854,2
8053,25,2
16260,80,2
16260,80,2
11283,80,2
18700,143,2
18700,143,2
56538,58927,2
52008,28474,2
16260,80,2
16260,80,2
34076,80,2
29056,51832,2
18700,143,2
2821,21,2
16260,80,2
11529,143,2
41982,6881,2
41982,6881,2
41982,6881,2
41982,6881,2
34076,80,2
40883,6881,2
40883,6881,2
37094,5190,2
5020,80,2
35820,6881,2
38606,143,2
35820,6881,2
40848,80,2
11283,80,2
2767,33688,2
48629,143,2
32391,22,2
34076,80,2
34076,80,2
40848,80,2
62984,25,2
19953,15043,2
31883,21,2
11283,80,2
51222,80,2
11283,80,2
47884,80,2
49278,53,2
4916,25,2
11866,28464,2
40848,80,2
3298,21,2
50808,59255,2
1114,51833,2
1114,51833,2
22502,22,2
53500,29865,2
20261,16474,2
16412,33793,2
16412,33793,2
37726,37717,2
37726,37717,2
55693,22,2
53194,80,2
4321,46480,2
53194,80,2
37870,35826,2
59064,25,2
27424,61326,2
29715,22,2
51270,6881,2
56460,6881,2
21828,111,2
56460,6881,2
56460,6881,2
51270,6881,2
51270,6881,2
29594,21,2
50268,6881,2
44562,42365,2
39130,25,2
51864,26664,2
19968,143,2
24815,5190,2
40848,80,2
47893,5190,2
49590,22,2
15699,53,2
28341,25,2
1417,22,2
17976,37313,2
32186,50960,2
51166,5190,2
17891,22,2
34569,5190,2
16148,10327,2
64672,5190,2
64672,5190,2
23341,20312,2
56809,21,2
4266,52842,2
46909,25,2
14620,143,2
46307,6881,2
11158,22,2
63670,37091,2
54504,25,2
54504,25,2
32635,31899,2
5817,5190,2
51742,22,2
54398,24442,2
51552,25,2
5698,48276,2
43677,5514,2
37397,22,2
36763,5190,2
23119,53,2
1629,32794,2
5460,49446,2
43246,43154,2
43246,43154,2
62089,25,2
62089,25,2
15859,143,2
1771,32396,2
42856,5745,2
10171,22,2
64905,80,2
14690,12250,2
64905,80,2
20695,21,2
20695,21,2
61468,40667,2
29154,54742,2
29154,54742,2
29154,54742,2
29154,54742,2
29154,54742,2
51347,25,2
51347,25,2
3655,22,2
51347,25,2
51347,25,2
2229,22,2
12171,5190,2
17630,17419,2
54883,143,2
56665,21,2
24607,22,2
1473,80,2
43601,3558,2
16734,6881,2
12772,6881,2
41915,42436,2
35401,41490,2
15717,21,2
13853,6881,2
13853,6881,2
26432,143,2
34259,6881,2
50557,21,2
57003,17842,2
50557,21,2
9159,30885,2
9159,30885,2
50557,21,2
1043,40667,2
64889,143,2
64889,143,2
56254,25,2
30506,53,2
46440,5190,2
45747,6881,2
44686,6887,2
44686,6887,2
45747,6881,2
1997,80,2
8837,6881,2
8837,6881,2
8837,6881,2
8837,6881,2
8837,6881,2
8837,6881,2
