sport,dsport,Label
56188,53,2
53274,53,2
123,123,2
60781,53,2
50944,80,2
61351,53,2
36908,80,2
59138,53,2
61843,53,2
61752,53,2
54307,53,2
56022,53,2
123,123,2
59414,53,2
62409,53,2
51769,53,2
52023,53,2
58825,53,2
33584,443,2
61918,53,2
57653,53,2
60506,53,2
56910,53,2
57562,53,2
51754,443,2
123,123,2
63882,53,2
52772,80,2
38590,443,2
60781,53,2
123,123,2
60914,53,2
35206,443,2
54682,53,2
36653,53,2
52629,53,2
63332,53,2
80,49854,2
80,43554,2
443,44489,2
80,38506,2
123,123,2
80,50262,2
443,49996,2
61207,53,2
443,52402,2
80,35848,2
60400,53,2
50297,443,2
123,123,2
50549,53,2
80,49881,2
57468,53,2
50298,443,2
52898,53,2
443,50304,2
47320,443,2
62297,53,2
51118,80,2
35170,80,2
443,33283,2
80,50303,2
443,50254,2
443,50252,2
35282,53,2
50249,443,2
80,34442,2
80,38494,2
443,51697,2
50266,443,2
137,137,2
137,137,2
80,49917,2
49946,443,2
47394,21,2
6627,45782,2
34457,53,2
49925,80,2
49871,443,2
56810,443,2
50089,80,2
63133,53,2
49896,80,2
50127,443,2
80,49964,2
443,50286,2
50132,443,2
62867,53,2
50303,80,2
47332,443,2
45872,443,2
123,123,2
56927,53,2
50267,465,2
443,43787,2
443,43789,2
61928,53,2
61925,53,2
80,32984,2
63276,53,2
50208,443,2
64589,53,2
50305,443,2
61956,53,2
60780,53,2
44137,443,2
50133,443,2
33191,53,2
50093,80,2
62229,53,2
443,50129,2
61444,53,2
443,56768,2
44129,443,2
59931,53,2
80,49981,2
49914,443,2
61092,53,2
15094,443,2
49943,443,2
60761,53,2
55301,53,2
443,58777,2
61436,53,2
21,50140,2
41326,443,2
123,123,2
80,50104,2
60249,53,2
61770,53,2
443,52040,2
65428,53,2
39046,443,2
46658,443,2
61979,53,2
137,137,2
443,53240,2
80,39756,2
21,33588,2
443,49904,2
443,54054,2
49890,443,2
443,51417,2
80,49959,2
50008,443,2
44095,53,2
60275,53,2
57792,53,2
15283,443,2
61628,53,2
54028,53,2
61513,53,2
59878,53,2
45311,53,2
61533,53,2
54188,53,2
50919,53,2
60204,53,2
54978,53,2
443,58332,2
62218,53,2
62480,53,2
60475,53,2
58191,53,2
52635,53,2
60662,53,2
60230,53,2
64071,53,2
64355,53,2
57785,53,2
50984,53,2
56711,53,2
50324,53,2
49794,53,2
53704,53,2
58929,53,2
60657,53,2
52339,53,2
443,50335,2
443,50149,2
49460,53,2
50647,53,2
64956,53,2
60374,53,2
58687,53,2
80,49959,2
64356,53,2
53307,53,2
53066,443,2
57956,53,2
443,49861,2
15275,443,2
50321,443,2
50310,443,2
49956,80,2
50313,443,2
49960,80,2
15271,443,2
15265,443,2
49955,80,2
50324,80,2
62347,53,2
123,123,2
50328,443,2
50339,443,2
15257,443,2
443,50311,2
123,123,2
50270,45033,2
443,50341,2
50270,45033,2
443,49942,2
53367,443,2
50147,443,2
443,50031,2
443,49960,2
50145,22,2
50144,22,2
42998,80,2
50316,443,2
443,43932,2
15277,443,2
49994,443,2
50021,443,2
50146,443,2
50345,443,2
44932,443,2
1066,53,2
59290,53,2
37918,53,2
61916,53,2
62369,53,2
33411,53,2
55741,53,2
62970,53,2
38624,53,2
22403,53,2
51492,53,2
46724,443,2
27571,53,2
62051,53,2
57197,80,2
52083,53,2
61675,53,2
443,48484,2
61839,53,2
57242,443,2
15258,80,2
50153,443,2
44708,53,2
443,50350,2
64737,53,2
60301,53,2
57540,443,2
49872,53,2
60604,53,2
60982,53,2
56145,443,2
56144,443,2
61196,53,2
39973,53,2
56037,53,2
58626,443,2
35910,443,2
62672,53,2
60520,53,2
47572,443,2
57530,53,2
45982,53,2
61046,53,2
46949,443,2
59418,53,2
80,51853,2
60275,21,2
40141,53,2
443,50357,2
443,51266,2
61190,53,2
62335,53,2
139,49966,2
13537,53,2
123,123,2
50352,443,2
29868,53,2
123,123,2
49901,53,2
40318,443,2
51437,53,2
59748,53,2
36506,80,2
63193,53,2
4197,53,2
61251,53,2
52112,53,2
65150,53,2
47067,53,2
9245,53,2
12492,53,2
63393,53,2
58011,53,2
60837,53,2
1298,53,2
60161,443,2
61821,53,2
62090,53,2
63437,53,2
20519,53,2
28264,53,2
15771,53,2
58489,53,2
36445,80,2
58626,443,2
62446,53,2
41852,80,2
57218,53,2
34841,80,2
55265,80,2
42766,53,2
55263,80,2
55266,80,2
57198,80,2
36505,80,2
80,40347,2
22,51369,2
80,59146,2
36577,53,2
58666,443,2
61099,53,2
443,58935,2
41852,80,2
443,49962,2
34010,53,2
58619,443,2
58627,443,2
58625,443,2
123,123,2
58619,443,2
58665,443,2
50489,80,2
61147,53,2
50413,80,2
80,50220,2
123,123,2
59439,53,2
53785,53,2
62175,53,2
62205,53,2
62195,53,2
58736,53,2
52296,53,2
50489,80,2
57300,53,2
50505,443,2
64275,53,2
61479,53,2
62784,53,2
63774,53,2
61613,53,2
80,50093,2
50218,80,2
62225,53,2
50217,80,2
50408,80,2
61540,53,2
443,50329,2
50269,80,2
54149,53,2
50462,80,2
63767,53,2
55511,53,2
50391,80,2
58488,53,2
62869,53,2
60407,53,2
443,50317,2
50317,443,2
60299,53,2
60225,53,2
50168,80,2
80,50253,2
51135,53,2
64805,53,2
49843,53,2
60065,53,2
60720,53,2
62297,53,2
62999,53,2
58019,53,2
50391,80,2
50198,80,2
50371,80,2
60950,53,2
47090,443,2
57704,53,2
50285,443,2
60762,53,2
50486,80,2
50513,443,2
64932,53,2
53176,80,2
60074,443,2
61767,53,2
61630,53,2
50223,443,2
63940,53,2
50205,80,2
59063,53,2
64644,53,2
56508,53,2
50220,80,2
58596,53,2
61143,53,2
62845,53,2
65104,53,2
62408,53,2
51465,53,2
50483,53,2
56960,53,2
50244,80,2
50311,443,2
60310,53,2
60965,53,2
61420,53,2
64982,53,2
50356,443,2
62793,53,2
50476,443,2
60132,53,2
61448,53,2
60644,53,2
64900,53,2
80,50180,2
61225,53,2
53166,80,2
57282,53,2
56925,53,2
52342,53,2
61032,53,2
50343,443,2
51277,53,2
59229,53,2
50320,443,2
62071,53,2
51556,53,2
50473,80,2
50506,53,2
55403,53,2
64193,53,2
53098,53,2
53520,53,2
60827,53,2
50351,443,2
62328,53,2
47091,443,2
443,50208,2
80,15288,2
50206,443,2
50222,80,2
50208,443,2
51231,53,2
443,50321,2
55637,53,2
50261,80,2
50267,80,2
64654,53,2
50223,80,2
62269,53,2
50319,443,2
50313,443,2
61591,53,2
53801,53,2
55447,53,2
65132,53,2
61458,53,2
65346,53,2
50339,443,2
57136,53,2
62211,53,2
56277,53,2
57970,53,2
50309,443,2
56977,53,2
80,50181,2
50973,53,2
63102,53,2
62495,53,2
61415,53,2
62466,53,2
443,34003,2
50175,80,2
57487,53,2
58932,53,2
50451,80,2
57117,53,2
61592,53,2
52151,53,2
63995,53,2
51422,53,2
123,123,2
39561,443,2
52051,53,2
123,123,2
60831,53,2
50218,80,2
50323,443,2
54232,53,2
64123,53,2
50187,80,2
49249,53,2
52356,53,2
50347,80,2
60134,53,2
54493,53,2
59620,53,2
62003,53,2
80,50422,2
64181,53,2
50411,80,2
62171,53,2
57723,53,2
62231,53,2
50404,80,2
54982,53,2
49307,53,2
61520,53,2
50387,443,2
56730,53,2
60588,53,2
50353,443,2
443,50213,2
443,50211,2
50213,443,2
50221,80,2
49261,53,2
60237,53,2
55708,53,2
65166,53,2
60535,53,2
56187,53,2
62557,53,2
59581,53,2
60848,53,2
65089,53,2
63240,53,2
443,50477,2
53933,53,2
52389,53,2
60502,53,2
49270,53,2
80,50227,2
50207,443,2
61983,53,2
53500,53,2
50217,80,2
50190,80,2
50242,80,2
64246,53,2
59835,53,2
50306,80,2
60516,53,2
50291,80,2
61864,53,2
50294,80,2
54814,53,2
55687,53,2
62014,53,2
54730,53,2
49204,53,2
51256,53,2
65116,53,2
60893,53,2
50287,80,2
61802,53,2
49184,53,2
62025,53,2
56907,53,2
57798,53,2
53021,53,2
64680,53,2
80,50445,2
53978,53,2
50383,80,2
55786,53,2
50380,80,2
50510,80,2
443,50501,2
50469,80,2
443,57540,2
80,50460,2
53263,53,2
50459,80,2
60888,53,2
62979,53,2
50236,80,2
61491,53,2
61939,53,2
51347,53,2
50414,80,2
45513,443,2
51584,53,2
60742,53,2
3883,53,2
54126,53,2
56093,53,2
50424,80,2
60802,53,2
62670,53,2
49358,53,2
62502,53,2
50479,80,2
49970,21,2
443,50268,2
52881,53,2
50428,80,2
60086,443,2
53561,53,2
54675,53,2
50353,53,2
50448,80,2
62708,53,2
63270,53,2
62528,53,2
52643,53,2
56946,53,2
49844,53,2
50329,443,2
50822,53,2
53914,53,2
51951,53,2
50330,443,2
50219,443,2
50326,443,2
45513,443,2
50485,80,2
59201,53,2
57036,53,2
50252,80,2
50257,80,2
50419,80,2
50352,443,2
61680,53,2
60276,53,2
54487,53,2
58456,53,2
60819,53,2
50397,80,2
63558,53,2
54321,53,2
65224,53,2
44949,443,2
443,50350,2
60656,53,2
50368,80,2
50350,443,2
50348,443,2
50349,443,2
51388,53,2
50361,443,2
54380,443,2
15278,443,2
443,41940,2
443,15275,2
50474,80,2
47093,443,2
15291,443,2
443,50274,2
443,15273,2
15275,443,2
50352,443,2
123,123,2
80,42608,2
56202,443,2
443,50346,2
50164,80,2
443,50483,2
443,34408,2
443,54380,2
53626,53,2
50165,80,2
50398,80,2
50244,80,2
50193,80,2
50192,80,2
50309,80,2
50216,80,2
443,50214,2
15292,443,2
50271,22,2
137,137,2
50271,22,2
443,34700,2
64166,53,2
443,33643,2
59783,53,2
54094,53,2
60912,53,2
15318,443,2
50212,80,2
15320,80,2
54084,53,2
80,50390,2
60496,53,2
56620,53,2
80,50389,2
50747,53,2
36886,53,2
49975,443,2
61068,53,2
80,50409,2
443,58886,2
443,52118,2
15323,465,2
50527,443,2
137,137,2
50354,443,2
60936,53,2
5909,53,2
57770,53,2
61042,53,2
61503,53,2
443,46724,2
60413,53,2
15322,443,2
15322,443,2
15315,443,2
61116,53,2
443,46724,2
62821,53,2
60669,53,2
51333,443,2
40385,22,2
50526,443,2
64125,53,2
50494,80,2
80,59444,2
443,50352,2
15308,443,2
123,123,2
46108,443,2
63145,53,2
61997,53,2
38123,443,2
60393,443,2
60818,53,2
80,59446,2
5994,53,2
15293,443,2
55475,53,2
123,123,2
43372,53,2
26677,53,2
12710,53,2
80,50263,2
123,123,2
60729,53,2
137,137,2
62464,53,2
50257,80,2
50412,80,2
60281,53,2
59413,53,2
50255,80,2
50398,80,2
50399,80,2
52886,53,2
50411,80,2
50377,443,2
22,52466,2
58794,53,2
51017,53,2
50546,80,2
50532,443,2
62350,53,2
60206,53,2
55886,53,2
60093,53,2
123,123,2
50374,443,2
50394,443,2
443,50207,2
123,123,2
123,123,2
80,57441,2
52458,53,2
50529,443,2
61057,53,2
443,50396,2
51350,53,2
50286,443,2
62033,53,2
61030,53,2
43698,53,2
58387,53,2
49937,53,2
52466,22,2
56715,53,2
63794,53,2
59559,53,2
50408,443,2
63814,53,2
52468,22,2
50392,80,2
58911,53,2
51846,53,2
61187,53,2
61256,53,2
64413,53,2
61452,53,2
443,56202,2
50385,80,2
15320,80,2
62903,53,2
64370,53,2
50535,443,2
60125,53,2
56542,53,2
61751,53,2
61882,53,2
44826,139,2
64101,53,2
62215,53,2
36702,443,2
62017,53,2
61499,53,2
50391,80,2
50234,443,2
53677,53,2
50236,443,2
62532,53,2
50536,53,2
61740,53,2
60188,53,2
50558,80,2
61699,53,2
80,50391,2
53184,53,2
50737,53,2
57024,53,2
61211,53,2
443,38138,2
5754,53,2
64168,53,2
7561,53,2
61256,53,2
61700,53,2
52645,53,2
61730,53,2
50121,443,2
64553,53,2
14757,53,2
62486,53,2
62999,53,2
52431,53,2
443,50047,2
59759,53,2
62794,53,2
55118,53,2
62238,53,2
60747,53,2
443,50110,2
51751,53,2
50005,443,2
11815,53,2
58134,80,2
80,35734,2
61890,53,2
61189,53,2
62539,53,2
49197,53,2
61854,53,2
443,46108,2
64530,53,2
31334,53,2
60189,53,2
60785,53,2
443,51324,2
43207,53,2
50689,53,2
63717,53,2
49998,443,2
50559,80,2
443,50082,2
54618,80,2
443,50028,2
123,123,2
60806,80,2
50070,443,2
123,123,2
123,123,2
123,123,2
56214,80,2
50072,443,2
443,50017,2
59036,80,2
61240,53,2
50078,443,2
443,50065,2
59032,80,2
50038,443,2
50008,443,2
443,50073,2
123,123,2
50258,22,2
50543,80,2
61380,53,2
443,50088,2
55423,53,2
47106,443,2
50051,443,2
61597,53,2
40906,53,2
50053,443,2
62161,53,2
443,50048,2
36263,53,2
61392,53,2
49977,389,2
15254,443,2
50042,443,2
61806,53,2
443,50060,2
61982,53,2
443,50087,2
61702,53,2
443,50029,2
443,50068,2
50520,80,2
40408,80,2
55936,80,2
123,123,2
50009,443,2
37842,443,2
443,15298,2
60918,53,2
50002,443,2
33438,53,2
50416,443,2
50041,443,2
61638,53,2
5353,5353,2
60324,53,2
50122,443,2
50114,443,2
50123,443,2
49995,443,2
50023,443,2
50118,443,2
50030,443,2
58134,80,2
49993,443,2
50013,443,2
62438,53,2
49988,443,2
65228,53,2
443,38127,2
50109,443,2
51472,53,2
60292,53,2
51548,53,2
50108,443,2
443,15297,2
61720,53,2
56644,53,2
50092,443,2
50088,443,2
50100,443,2
50259,22,2
50119,443,2
51864,53,2
80,50597,2
50659,80,2
50594,80,2
62135,53,2
62356,53,2
61137,53,2
62328,53,2
60746,53,2
60832,53,2
443,50656,2
65386,53,2
137,137,2
59401,53,2
50635,80,2
137,137,2
52422,53,2
50671,80,2
50698,443,2
63401,53,2
60258,53,2
80,50582,2
53264,53,2
50049,53,2
55721,53,2
50278,445,2
64651,53,2
61235,53,2
63940,53,2
52155,53,2
50139,443,2
443,50137,2
50137,443,2
443,50135,2
58262,53,2
80,50675,2
60817,53,2
50136,443,2
443,50132,2
50129,443,2
50128,443,2
61077,53,2
50128,443,2
60234,53,2
58148,53,2
443,50285,2
60351,53,2
50137,443,2
50631,80,2
39520,80,2
443,46942,2
60733,53,2
50789,80,2
49802,53,2
50741,80,2
60316,53,2
60405,53,2
50764,80,2
50744,80,2
55723,53,2
443,49984,2
60937,53,2
55426,53,2
80,50744,2
52705,53,2
50261,80,2
443,50554,2
51257,53,2
63301,53,2
23479,53,2
55763,53,2
50126,443,2
56557,53,2
80,40416,2
65441,53,2
443,50698,2
50306,80,2
57279,53,2
50342,443,2
64509,53,2
50636,80,2
53632,3268,2
59627,53,2
45884,389,2
64189,53,2
53527,53,2
60619,53,2
50755,80,2
50310,80,2
50599,80,2
50772,80,2
52951,53,2
55467,53,2
61695,53,2
61066,53,2
55328,53,2
64516,53,2
50758,53,2
50273,80,2
50800,80,2
65074,53,2
60722,53,2
80,50735,2
50616,80,2
50288,443,2
50289,443,2
60280,53,2
53568,53,2
443,49996,2
443,49983,2
443,50013,2
52097,53,2
443,50012,2
443,50035,2
443,50034,2
50013,443,2
64805,53,2
65349,53,2
60727,53,2
50431,443,2
50822,443,2
60596,53,2
63455,53,2
443,50283,2
21,50293,2
50337,443,2
50338,443,2
443,50352,2
63410,53,2
58029,53,2
50291,80,2
50897,53,2
50143,443,2
50614,80,2
50639,80,2
50637,80,2
63424,53,2
58088,53,2
62047,53,2
60711,53,2
50792,80,2
61316,53,2
62093,53,2
51302,53,2
52734,53,2
60510,53,2
54819,53,2
55753,53,2
51368,443,2
51835,53,2
59219,53,2
63123,53,2
51428,53,2
50589,80,2
61490,53,2
59804,53,2
50725,80,2
57261,53,2
64837,53,2
61092,53,2
52011,53,2
57836,53,2
50754,80,2
50347,443,2
63176,53,2
50281,443,2
59411,53,2
50650,443,2
50648,80,2
50667,80,2
60387,53,2
50790,443,2
50768,80,2
50401,53,2
59268,53,2
50651,80,2
50570,443,2
61903,53,2
50739,443,2
50811,80,2
62061,53,2
62156,53,2
50804,80,2
50428,443,2
50279,80,2
123,123,2
54369,53,2
123,123,2
123,123,2
50640,443,2
50749,443,2
53220,53,2
443,50760,2
60988,53,2
53659,53,2
65410,53,2
47191,389,2
53994,53,2
59032,80,2
80,50652,2
56288,53,2
8949,53,2
2362,53,2
443,49991,2
62684,53,2
52361,53,2
443,50626,2
57744,53,2
59101,53,2
61454,53,2
64580,53,2
57898,53,2
50012,443,2
80,59034,2
61784,53,2
59473,53,2
52472,53,2
39528,80,2
80,50817,2
57436,53,2
52314,53,2
443,50030,2
55434,80,2
63851,53,2
51329,53,2
49272,53,2
60539,53,2
80,50558,2
62910,53,2
51084,53,2
60441,53,2
80,40414,2
50020,443,2
50625,443,2
62817,53,2
60598,53,2
80,50777,2
63441,53,2
50034,443,2
443,50127,2
63055,53,2
61152,53,2
58138,80,2
64014,53,2
61766,53,2
57170,53,2
56209,53,2
50352,443,2
54630,53,2
50608,80,2
60687,53,2
57231,53,2
49983,443,2
60469,53,2
49594,53,2
50132,443,2
39518,80,2
58178,53,2
80,50958,2
62483,53,2
62016,53,2
2404,53,2
65428,53,2
59558,53,2
15385,443,2
8408,53,2
57315,53,2
6402,53,2
60355,53,2
33772,443,2
48826,80,2
53187,53,2
15354,443,2
123,123,2
80,50273,2
55315,53,2
52879,53,2
23703,53,2
61099,53,2
47109,443,2
54978,53,2
14077,53,2
50332,53,2
57178,443,2
42556,443,2
62450,53,2
54711,53,2
13504,53,2
15329,443,2
15356,443,2
59394,80,2
60516,443,2
50449,80,2
80,54618,2
54310,443,2
44300,443,2
61041,53,2
443,15333,2
54884,53,2
55367,53,2
443,50371,2
50601,80,2
50752,443,2
50307,53,2
58234,53,2
53881,53,2
50674,80,2
50801,80,2
55519,53,2
63063,53,2
51641,53,2
60791,53,2
137,137,2
54362,53,2
15351,443,2
15377,443,2
50827,443,2
15340,80,2
443,57182,2
50275,80,2
19556,53,2
60516,443,2
50829,443,2
443,15361,2
443,15361,2
61637,53,2
443,57228,2
61173,53,2
443,15368,2
443,15378,2
443,15370,2
15370,443,2
15374,443,2
443,15363,2
80,15340,2
80,15341,2
61825,53,2
56476,53,2
64752,53,2
51304,53,2
55908,53,2
43058,88,2
51422,53,2
59962,53,2
55936,80,2
59153,53,2
60340,53,2
60142,53,2
55888,53,2
58445,53,2
11081,53,2
22677,53,2
80,15339,2
64612,53,2
60126,53,2
24526,53,2
80,50276,2
60487,53,2
60594,53,2
443,50761,2
50573,80,2
80,50621,2
62468,53,2
61896,53,2
61545,53,2
80,50304,2
49178,53,2
50680,443,2
80,50717,2
49813,53,2
63633,53,2
47112,443,2
2707,53,2
50462,443,2
123,123,2
60468,53,2
22,50837,2
443,50423,2
51225,53,2
80,48824,2
443,50429,2
50385,53,2
60373,53,2
50311,80,2
443,40847,2
443,56698,2
443,50443,2
80,50646,2
50842,443,2
443,50460,2
50833,443,2
50574,80,2
443,50704,2
443,33772,2
29569,53,2
60674,53,2
51896,53,2
53609,53,2
54419,53,2
123,123,2
50459,443,2
80,50664,2
50455,443,2
80,50312,2
60399,53,2
123,123,2
80,50641,2
50453,443,2
64082,53,2
22,50838,2
443,15375,2
52372,53,2
49739,53,2
50844,443,2
50878,80,2
80,59396,2
61126,53,2
51806,53,2
38751,53,2
443,50691,2
50640,443,2
50186,443,2
61279,53,2
50184,443,2
50862,443,2
123,123,2
443,50595,2
50355,22,2
443,45676,2
52758,443,2
11922,53,2
50170,443,2
50161,443,2
50848,443,2
443,50885,2
50885,443,2
50872,80,2
57821,53,2
60646,53,2
50187,139,2
80,59392,2
50845,443,2
139,50187,2
123,123,2
58260,53,2
443,50892,2
58078,53,2
60526,53,2
46454,53,2
50273,80,2
80,46483,2
24189,53,2
50852,443,2
48773,80,2
62055,53,2
80,57505,2
28430,53,2
60292,53,2
60249,53,2
60345,53,2
61345,53,2
64602,53,2
60556,53,2
61243,53,2
64641,53,2
137,137,2
61829,53,2
50886,443,2
443,50865,2
37155,53,2
62120,53,2
53100,53,2
50170,443,2
137,137,2
62317,53,2
51991,53,2
60203,53,2
54515,443,2
80,50879,2
44392,21,2
50162,443,2
45450,80,2
61058,53,2
64821,53,2
61517,53,2
9749,53,2
50465,21,2
36057,53,2
50179,443,2
63257,53,2
80,15346,2
56214,80,2
62399,53,2
21,44392,2
21,50465,2
443,15354,2
50465,21,2
61680,53,2
80,45451,2
59487,80,2
50178,443,2
80,33575,2
27375,53,2
50770,53,2
47116,443,2
44636,80,2
47117,443,2
60766,53,2
52754,53,2
58809,53,2
56641,53,2
63821,53,2
62544,53,2
60669,53,2
20799,53,2
55472,53,2
43391,53,2
57633,53,2
50163,443,2
4545,53,2
443,15387,2
15371,443,2
61693,53,2
443,50184,2
50899,80,2
56994,80,2
60947,53,2
443,50149,2
60871,465,2
50893,443,2
443,50178,2
443,50179,2
50732,443,2
443,50864,2
443,50185,2
50384,443,2
52515,53,2
53834,53,2
443,50388,2
53968,53,2
443,50179,2
60159,53,2
39786,53,2
50175,443,2
50162,443,2
58614,53,2
50394,443,2
443,50178,2
50160,443,2
50397,443,2
50920,80,2
51217,53,2
137,137,2
57371,53,2
60330,53,2
80,50905,2
44983,53,2
60989,53,2
28202,53,2
52928,80,2
443,37608,2
42592,53,2
61558,53,2
60176,53,2
63593,53,2
80,47552,2
50178,53,2
61177,53,2
54136,443,2
50202,24042,2
21596,53,2
443,50194,2
56409,49390,2
52923,80,2
31518,53,2
7060,53,2
443,37302,2
443,37304,2
43557,53,2
24236,53,2
123,123,2
443,15371,2
443,37316,2
47534,80,2
123,123,2
39355,53,2
54133,80,2
60903,53,2
50342,80,2
19123,53,2
443,37306,2
443,54133,2
47532,80,2
21,47512,2
60635,53,2
443,37250,2
1759,53,2
36935,53,2
53110,53,2
443,54312,2
443,59510,2
44298,443,2
57178,443,2
50191,443,2
5353,5353,2
443,15379,2
123,123,2
37250,443,2
443,37226,2
64443,53,2
15386,443,2
28655,53,2
50199,443,2
40007,53,2
443,37244,2
27411,53,2
47512,21,2
15349,443,2
15331,443,2
15329,443,2
37220,443,2
18040,53,2
37244,443,2
60060,53,2
46480,80,2
123,123,2
37312,443,2
61962,53,2
123,123,2
55897,53,2
19289,53,2
45514,443,2
50196,443,2
80,50493,2
27519,53,2
61437,53,2
61544,53,2
53109,53,2
80,47580,2
51529,53,2
80,55745,2
37177,443,2
13467,53,2
2005,53,2
80,56372,2
80,41484,2
443,33552,2
58796,53,2
62388,53,2
62439,53,2
9150,53,2
55723,53,2
44060,88,2
30832,53,2
42180,80,2
48963,80,2
7523,53,2
56711,53,2
26009,53,2
57315,53,2
56927,53,2
33608,443,2
60889,53,2
30914,53,2
80,48944,2
